Gene.name	Wormbase.ID	Transcript.name	Chromosome	Strand	Relative.loc.chromosome	GermlineExpression	Total.value.of.PATC.algorithm	PATC.density	Bin.size	Bases.with.PATC.60	Frequency.of.PATCs.60	stoekius_oocyte_rpkm	spermatogenic_gonad_fem.3_RPKM_Ortiz_2014	Gene.expression__Ortiz_2014	Germline_TPM_Serizay2020
F37A4.3	WBGene00018133	F37A4.3.1	III	+	0.4875	FALSE	55169	33.2945081472541	1657	387	0.233554616777308	0.1	NA	NA	3.496
bath-41	WBGene00018137	F37A4.9.1	III	-	0.487634	TRUE	13901	8.63952765692977	1609	0	0	263	80.2021	Gender Neutral	189.202
F37A4.2	WBGene00018132	F37A4.2.1	III	+	0.487738	NA	10988	16.424514200299	669	0	0	NA	114.058	Gender Neutral	135.973
F37A4.1	WBGene00018131	F37A4.1.1	III	+	0.487852	TRUE	22228	10.5196403218173	2113	0	0	107.6	127.395	Gender Neutral	163.992
wdr-4	WBGene00022420	Y102E9.2a.1	III	+	0.488022	TRUE	15714	7.86880320480721	1997	0	0	117.4	103.588	Gender Neutral	164.855
Y102E9.5	WBGene00044452	Y102E9.5a.1	III	-	0.488193	FALSE	33978	16.8541666666667	2016	116	0.0575396825396825	0.1	4.44878	Spermatogenic	2.132
odr-4	WBGene00003851	Y102E9.1b.1	III	+	0.488439	TRUE	34140	13.0654420206659	2613	138	0.052812858783008	43.8	32.7986	Gender Neutral	60.59
Y102E9.3	WBGene00022421	Y102E9.3.1	III	-	0.488563	FALSE	3781	7.14744801512287	529	0	0	0	NA	NA	2.278
Y102E9.6	WBGene00044453	Y102E9.6.1	III	-	0.488712	FALSE	5808	8.60444444444444	675	0	0	0	NA	NA	0
K07E12.2	WBGene00019501	K07E12.2.1	III	+	0.488801	FALSE	3356	8.12590799031477	413	0	0	0	107.369	Spermatogenic	2.227
dig-1	WBGene00000998	K07E12.1.1	III	+	0.49119	FALSE	327136	6.81874270468568	47976	414	0.00862931465732866	0	0.22149	Spermatogenic	20.58
R05H11.1	WBGene00019907	R05H11.1.1	III	+	0.493088	TRUE	38707	19.5194150277358	1983	236	0.119011598587998	5	0.311298	Oogenic	30.462
R05H11.2	WBGene00019908	R05H11.2.1	III	+	0.493276	FALSE	29378	19.2390307793058	1527	121	0.0792403405370007	0.9	NA	NA	1.291
lim-8	WBGene00017904	F28F5.3c.1	III	+	0.494007	FALSE	173498	13.3706843403206	12976	355	0.0273581997533909	0.1	0.664881	Gender Neutral	3.109
F28F5.4	WBGene00043297	F28F5.4.1	III	-	0.49455	FALSE	1695	9.8546511627907	172	0	0	0	NA	NA	0
F28F5.6	WBGene00017905	F28F5.6.1	III	-	0.494669	FALSE	36277	19.1334388185654	1896	80	0.0421940928270042	0.1	NA	NA	2.001
ten-1	WBGene00006498	R13F6.4e.1	III	+	0.495789	TRUE	286871	11.0979534991682	25849	468	0.0181051491353631	7.1	1.77364	Gender Neutral	39.938
dhhc-5	WBGene00020066	R13F6.5.1	III	-	0.496832	FALSE	26916	16.2929782082324	1652	145	0.087772397094431	0	39.0555	Spermatogenic	6.796
srv-1	WBGene00005712	R13F6.3.1	III	+	0.497115	FALSE	26547	16.1970713849908	1639	123	0.075045759609518	0.3	1.06938	Gender Neutral	7.575
zak-1	WBGene00006971	R13F6.6c.1	III	-	0.497327	FALSE	50398	14.3788873038516	3505	269	0.0767475035663338	0.1	0.418784	Gender Neutral	3.359
clec-158	WBGene00020067	R13F6.8.1	III	-	0.497626	FALSE	6430	8.25417201540436	779	0	0	0	NA	NA	1.048
sma-3	WBGene00004857	R13F6.9.1	III	-	0.497869	FALSE	45883	15.9704142011834	2873	136	0.0473372781065089	1.8	1.00336	Gender Neutral	16.956
cra-1	WBGene00020068	R13F6.10.1	III	-	0.498226	TRUE	41685	10.7741018350995	3869	71	0.0183509950891703	26.1	98.0627	Gender Neutral	96.874
kbp-1	WBGene00020064	R13F6.1.1	III	+	0.498406	TRUE	6384	10.7837837837838	592	0	0	67.9	NA	NA	112.1
K04C2.8	WBGene00044312	K04C2.8.1	III	+	0.498464	TRUE	9309	11.7835443037975	790	0	0	4.8	NA	NA	27.429
K04C2.3	WBGene00019381	K04C2.3a.1	III	+	0.498649	TRUE	7423	22.4939393939394	330	75	0.227272727272727	229.4	140.928	Gender Neutral	330.847
K04C2.7	WBGene00044311	K04C2.7.1	III	+	0.499352	FALSE	13409	9.38348495451365	1429	0	0	0.7	2.74808	Spermatogenic	1.6
med-2	WBGene00003181	K04C2.6.1	III	+	0.499482	FALSE	3351	6.38285714285714	525	0	0	0	NA	NA	0.415
brd-1	WBGene00000265	K04C2.4.1	III	-	0.499672	TRUE	67487	15.9883913764511	4221	280	0.066334991708126	16.1	31.0974	Gender Neutral	75.883
K04C2.2	WBGene00019380	K04C2.2.1	III	+	0.500033	TRUE	86189	16.7000581282697	5161	186	0.0360395272234063	6.9	84.651	Gender Neutral	65.653
K04C2.5	WBGene00019382	K04C2.5.1	III	-	0.499958	FALSE	10750	19.1622103386809	561	0	0	0	NA	NA	5.234
T07E3.4	WBGene00020315	T07E3.4a.1	III	+	0.500531	TRUE	34316	14.5099365750529	2365	101	0.0427061310782241	3.1	2.77986	Gender Neutral	23.667
brc-2	WBGene00020316	T07E3.5.1	III	-	0.500727	TRUE	40064	17.4267072640278	2299	32	0.0139190952588082	23	52.5327	Gender Neutral	67.673
T07E3.3	WBGene00020314	T07E3.3.1	III	+	0.500911	TRUE	17346	15.2157894736842	1140	51	0.0447368421052632	93.7	78.9437	Gender Neutral	122.933
T07E3.2	WBGene00020313	T07E3.2.1	III	+	0.501152	FALSE	3711	10.1393442622951	366	0	0	0	96.8528	Spermatogenic	50.241
pdf-1	WBGene00020317	T07E3.6a.1	III	-	0.501396	FALSE	34606	16.3776620918126	2113	169	0.0799810695693327	0.2	NA	NA	7.572
flap-1	WBGene00018998	F57B9.7a.1	III	-	0.502517	TRUE	89851	20.2640956247181	4434	418	0.0942715381145692	20.5	42.0437	Gender Neutral	29.971
inf-1	WBGene00002083	F57B9.6a.1	III	+	0.502827	NA	6552	4.52173913043478	1449	0	0	NA	826.474	Gender Neutral	270.172
byn-1	WBGene00000276	F57B9.5.1	III	+	0.503042	TRUE	38351	10.5100027404768	3649	21	0.00575500137023842	228.7	106.386	Gender Neutral	60.754
F57B9.8	WBGene00018999	F57B9.8.1	III	-	0.50309	FALSE	16384	10.4489795918367	1568	0	0	1.4	97.8109	Spermatogenic	18.233
coq-2	WBGene00000762	F57B9.4a.1	III	+	0.50332	TRUE	51692	15.4166418133015	3353	122	0.036385326573218	15.6	48.5045	Gender Neutral	38.299
F57B9.3	WBGene00018997	F57B9.3.1	III	+	0.503548	FALSE	16289	8.80962682531098	1849	0	0	0.9	5.99433	Gender Neutral	1.032
abu-13	WBGene00004133	F57B9.9.1	III	-	0.503767	FALSE	42633	11.6802739726027	3650	41	0.0112328767123288	0.3	NA	NA	13.296
let-711	WBGene00002845	F57B9.2a.1	III	+	0.504395	TRUE	102428	8.96289814490725	11428	238	0.0208260413020651	55.9	98.0803	Gender Neutral	179.345
rpn-6.1	WBGene00004462	F57B9.10a.1	III	-	0.504989	TRUE	38607	15.063207179087	2563	112	0.0436987904799064	287.4	96.634	Gender Neutral	118.119
F57B9.1	WBGene00018996	F57B9.1.1	III	+	0.505143	TRUE	8207	9.91183574879227	828	0	0	6.1	32.5225	Gender Neutral	62.108
panl-2	WBGene00017951	F31E3.4.1	III	-	0.505375	TRUE	45689	10.9697478991597	4165	31	0.00744297719087635	27.2	28.6679	Gender Neutral	166.962
F31E3.12	WBGene00219317	F31E3.12.1	III	+	0.50565	NA	2979	6.24528301886792	477	0	0	NA	NA	NA	15.498
eef-1A.1	WBGene00001168	F31E3.5.1	III	-	0.505732	TRUE	5066	3.28534370946822	1542	0	0	6763.6	NA	NA	3963.466
rfc-4	WBGene00004340	F31E3.3.1	III	+	0.505879	TRUE	16356	12.0619469026549	1356	0	0	105.4	165.958	Gender Neutral	309.393
F31E3.2	WBGene00017950	F31E3.2b.1	III	+	0.506113	FALSE	61471	18.0266862170088	3410	258	0.0756598240469208	1.5	NA	NA	1.677
ceh-20	WBGene00000443	F31E3.1.1	III	+	0.506443	NA	14016	8.54634146341463	1640	0	0	NA	0.97818	Oogenic	153.767
F31E3.6	WBGene00017952	F31E3.6.1	III	+	0.506596	TRUE	4514	9.15618661257606	493	0	0	37.3	120.064	Gender Neutral	7.984
prk-1	WBGene00004182	C06E8.3d.1	III	+	0.507572	TRUE	141503	11.971489001692	11820	216	0.0182741116751269	5.2	3.78969	Gender Neutral	9.887
C06E8.5	WBGene00015544	C06E8.5.1	III	-	0.508122	FALSE	30128	10.4574800416522	2881	0	0	0	NA	NA	19.333
lgc-38	WBGene00017389	F11H8.2a.1	III	+	0.508882	NA	136323	13.4136573846305	10163	292	0.0287316737183902	NA	NA	NA	1.291
col-8	WBGene00000597	F11H8.3.1	III	-	0.509301	TRUE	2606	2.65376782077393	982	0	0	2.4	111.905	Gender Neutral	212.744
rfl-1	WBGene00004341	F11H8.1.1	III	+	0.509491	TRUE	21619	12.8914728682171	1677	64	0.0381633870005963	14.3	82.295	Gender Neutral	93.903
cyk-1	WBGene00000872	F11H8.4a.1	III	-	0.509766	TRUE	59290	11.0636312744915	5359	175	0.0326553461466692	4.7	19.5678	Gender Neutral	61.147
R01H2.7	WBGene00023414	R01H2.7.1	III	-	0.510785	FALSE	192364	18.8057483624988	10229	601	0.0587545214585981	0.2	NA	NA	0.508
R01H2.2	WBGene00019810	R01H2.2.1	III	+	0.512017	FALSE	15131	7.88483585200625	1919	0	0	0	77.9526	Spermatogenic	23.987
egg-2	WBGene00019811	R01H2.3.1	III	-	0.512167	TRUE	18079	9.32387828777721	1939	0	0	245.5	30.6592	Oogenic	404.318
R01H2.4	WBGene00019812	R01H2.4a.1	III	-	0.512391	FALSE	35903	11.3437598736177	3165	89	0.0281200631911532	0.1	23.9324	Spermatogenic	8.847
R01H2.1	WBGene00019809	R01H2.1.1	III	+	0.512416	FALSE	1232	3.91111111111111	315	0	0	0.1	NA	NA	0
ger-1	WBGene00019813	R01H2.5.1	III	-	0.512667	TRUE	34350	18.2907348242811	1878	153	0.0814696485623003	10.1	61.9437	Spermatogenic	24.946
ubc-18	WBGene00006713	R01H2.6.1	III	-	0.512791	TRUE	6307	9.35756676557864	674	0	0	534.5	394.938	Gender Neutral	366.723
R01H2.8	WBGene00045190	R01H2.8.1	III	+	0.512872	FALSE	8547	18.6615720524017	458	0	0	0.3	NA	NA	1.708
tmem-17	WBGene00022733	ZK418.3.1	III	+	0.512963	FALSE	13895	22.9669421487603	605	86	0.142148760330579	0.1	NA	NA	0.899
lin-37	WBGene00003022	ZK418.4.1	III	-	0.51305	TRUE	17802	11.4777562862669	1551	0	0	46.3	36.5662	Oogenic	75.975
ZK418.5	WBGene00022734	ZK418.5.1	III	-	0.513163	TRUE	14058	14.043956043956	1001	0	0	271.2	140.496	Gender Neutral	216.992
ZK418.13	WBGene00220259	ZK418.13.1	III	-	0.513307	NA	19029	9.21055179090029	2066	0	0	NA	58.7757	Spermatogenic	11.097
ZK418.6	WBGene00022735	ZK418.6.1	III	-	0.513481	FALSE	38164	17.1755175517552	2222	213	0.0958595859585959	0.6	NA	NA	4.653
ZK418.7	WBGene00022736	ZK418.7.1	III	-	0.513642	FALSE	18424	10.7553998832458	1713	0	0	0.3	NA	NA	14.8
tofu-7	WBGene00022737	ZK418.8.1	III	-	0.513968	TRUE	8980	7.96805678793256	1127	0	0	18.3	58.4931	Gender Neutral	108.371
fubl-2	WBGene00022738	ZK418.9a.1	III	-	0.514121	TRUE	18824	8.18434782608696	2300	0	0	159.5	103.087	Gender Neutral	114.809
ZK418.10	WBGene00044353	ZK418.10.1	III	-	0.514327	FALSE	32423	21.7750167897918	1489	173	0.116185359301545	0	NA	NA	0.895
ZK418.2	WBGene00022732	ZK418.2a.1	III	+	0.514543	FALSE	21143	10.9040742650851	1939	0	0	0	164.209	Spermatogenic	26.637
nhr-9	WBGene00003608	ZK418.1.1	III	+	0.51483	FALSE	24779	16.2272429600524	1527	81	0.0530451866404715	0	NA	NA	0
ZK418.11	WBGene00044354	ZK418.11.1	III	+	0.515185	FALSE	24414	16.9072022160665	1444	53	0.0367036011080332	0	NA	NA	0.719
cpg-2	WBGene00015102	B0280.5.1	III	-	0.515323	TRUE	8703	4.97030268418047	1751	0	0	7357.3	267.024	Oogenic	3639.432
odd-1	WBGene00003845	B0280.4.1	III	+	0.515737	FALSE	6013	6.0798786653185	989	0	0	0.4	NA	NA	6.906
B0280.7	WBGene00015103	B0280.7.1	III	-	0.515904	FALSE	20285	13.9511691884457	1454	70	0.0481430536451169	0	NA	NA	4.221
nhr-10	WBGene00003609	B0280.8.1	III	-	0.516116	TRUE	45857	16.4597989949749	2786	121	0.0434314429289304	11.7	2.05042	Oogenic	30.084
B0280.9	WBGene00015104	B0280.9.1	III	-	0.51669	TRUE	26534	14.0988310308183	1882	0	0	52.6	84.7179	Gender Neutral	91.943
rpia-1	WBGene00015101	B0280.3.1	III	+	0.516815	TRUE	6456	6.62833675564682	974	0	0	86.7	72.1467	Gender Neutral	132.497
B0280.2	WBGene00015100	B0280.2.1	III	+	0.517019	FALSE	53895	14.9874860956618	3596	132	0.0367074527252503	0	NA	NA	0.044
viro-2	WBGene00015107	B0280.13.1	III	+	0.517307	FALSE	36532	11.8150064683053	3092	22	0.00711513583441138	0	NA	NA	0.484
pot-1	WBGene00015105	B0280.10a.1	III	-	0.517475	TRUE	19115	10.7026875699888	1786	0	0	7	37.2422	Gender Neutral	93.174
ggtb-1	WBGene00015099	B0280.1a.1	III	+	0.517647	TRUE	14614	5.78543151227237	2526	0	0	75.8	53.006	Spermatogenic	65.635
B0280.17	WBGene00044674	B0280.17.1	III	-	0.517678	TRUE	4801	4.89897959183673	980	0	0	2.3	NA	NA	86.194
B0280.11	WBGene00015106	B0280.11.1	III	-	0.51781	FALSE	18760	11.0029325513196	1705	0	0	0.1	83.6412	Spermatogenic	11.084
glr-2	WBGene00001613	B0280.12a.1	III	-	0.518127	FALSE	92208	14.9931707317073	6150	271	0.0440650406504065	0	0.255945	Gender Neutral	1.524
ogt-1	WBGene00003858	K04G7.3a.1	III	-	0.518733	TRUE	183345	25.1088742810189	7302	716	0.098055327307587	17	22.2413	Gender Neutral	81.965
nuo-4	WBGene00019401	K04G7.4a.1	III	-	0.519274	TRUE	42355	17.2525458248472	2455	227	0.0924643584521385	77.1	274.543	Gender Neutral	167.272
rnp-7	WBGene00004390	K04G7.10.1	III	-	0.519461	TRUE	37399	18.7182182182182	1998	268	0.134134134134134	58.7	NA	NA	49.753
syf-2	WBGene00019402	K04G7.11.1	III	-	0.519575	TRUE	10454	13.0675	800	0	0	44.1	NA	NA	179.825
K04G7.1	WBGene00019400	K04G7.1.1	III	+	0.519726	TRUE	16929	8.11553211888782	2086	0	0	31.3	30.6188	Oogenic	86.781
acs-4	WBGene00018152	F37C12.7.1	III	+	0.52011	TRUE	15136	6.01589825119237	2516	0	0	238	213.788	Gender Neutral	464.891
rps-14	WBGene00004483	F37C12.9.1	III	-	0.520851	TRUE	2756	5.01090909090909	550	0	0	154.9	3336.39	Gender Neutral	1994.225
rpl-36	WBGene00004450	F37C12.4.1	III	+	0.520933	TRUE	2686	7.35890410958904	365	0	0	133.6	7232.76	Gender Neutral	2508.198
F37C12.3	WBGene00018151	F37C12.3.1	III	+	0.520993	TRUE	11945	11.7337917485265	1018	0	0	179.2	NA	NA	165.961
epg-4	WBGene00018150	F37C12.2.1	III	+	0.521123	TRUE	21965	14.536730641959	1511	56	0.0370615486432826	49.4	NA	NA	96.371
yju-2	WBGene00018149	F37C12.1.1	III	+	0.521342	TRUE	77548	22.4907192575406	3448	302	0.0875870069605569	29.7	88.3694	Gender Neutral	37.253
F37C12.14	WBGene00018155	F37C12.14.1	III	-	0.521284	FALSE	4367	8.96714579055442	487	0	0	0.1	NA	NA	0.101
F37C12.10	WBGene00018153	F37C12.10.1	III	-	0.52149	FALSE	3549	7.64870689655172	464	0	0	0.1	NA	NA	8.287
F37C12.21	WBGene00194742	F37C12.21.1	III	+	0.521529	NA	9467	15.9109243697479	595	0	0	NA	NA	NA	4.342
rps-21	WBGene00004490	F37C12.11.1	III	-	0.521585	TRUE	3661	8.82168674698795	415	0	0	85.9	6117.95	Gender Neutral	1542.609
mec-14	WBGene00003176	F37C12.12.1	III	-	0.521747	FALSE	39972	15.4990306320279	2579	227	0.088018611865064	0	NA	NA	2.697
F37C12.18	WBGene00044005	F37C12.18.1	III	-	0.521973	FALSE	20346	16.9974937343358	1197	132	0.110275689223058	0.9	170.401	Spermatogenic	29.258
exos-9	WBGene00018154	F37C12.13a.1	III	-	0.522149	TRUE	16497	9.51933064050779	1733	0	0	19.5	78.8125	Gender Neutral	8.616
pfd-5	WBGene00020112	R151.9.1	III	-	0.522249	TRUE	3860	6.41196013289037	602	0	0	107.3	253.171	Gender Neutral	0
dpy-31	WBGene00006592	R151.5a.1	III	+	0.522718	FALSE	76070	15.9542785234899	4768	198	0.0415268456375839	1.6	1.31268	Gender Neutral	28.179
rpl-6	WBGene00004417	R151.3.1	III	+	0.523013	TRUE	17467	13.4258262874712	1301	82	0.0630284396617986	73.6	5647.85	Gender Neutral	1904.324
R151.2	WBGene00020107	R151.2d.1	III	+	0.523253	TRUE	79937	17.3512046885175	4607	354	0.076839591925331	219.3	145.525	Gender Neutral	81.938
R151.1	WBGene00020106	R151.1a.1	III	+	0.523716	NA	77299	17.0224620127725	4541	321	0.0706892754899802	NA	NA	NA	13.102
der-2	WBGene00020109	R151.6.1	III	-	0.523991	TRUE	14847	13.558904109589	1095	0	0	68	82.7117	Gender Neutral	0
hsp-75	WBGene00020110	R151.7.1	III	-	0.524168	TRUE	51416	15.3251862891207	3355	136	0.0405365126676602	32.6	NA	NA	0
R151.8	WBGene00020111	R151.8.1	III	-	0.524411	TRUE	35774	12.6993255236067	2817	52	0.0184593539226127	11.1	NA	NA	0
R151.10	WBGene00020113	R151.10.1	III	-	0.524569	TRUE	7484	10.0053475935829	748	0	0	29.5	58.1084	Gender Neutral	0
adr-2	WBGene00000080	T20H4.4.1	III	-	0.524676	TRUE	18541	10.8426900584795	1710	0	0	28.1	74.2605	Gender Neutral	71.016
T20H4.5	WBGene00020636	T20H4.5.1	III	-	0.524797	TRUE	8432	8.60408163265306	980	0	0	156.9	223.191	Gender Neutral	153.462
pars-1	WBGene00004189	T20H4.3a.1	III	+	0.525259	TRUE	16596	8.0406976744186	2064	0	0	47.9	230.337	Gender Neutral	124.727
T20H4.2	WBGene00020635	T20H4.2.1	III	+	0.52541	FALSE	17082	11.3050959629385	1511	0	0	0.2	152.075	Spermatogenic	42.232
osm-10	WBGene00003890	T20H4.1a.1	III	+	0.525573	FALSE	24931	12.067279767667	2066	43	0.0208131655372701	0	NA	NA	0.905
zmp-6	WBGene00020646	T21D11.1.1	III	-	0.525747	FALSE	35956	18.3448979591837	1960	83	0.0423469387755102	0.1	NA	NA	2.53
B0361.4	WBGene00015158	B0361.4.1	III	+	0.526968	FALSE	142238	15.4371608421967	9214	403	0.0437377903190797	0.1	NA	NA	1.257
psd-1	WBGene00015159	B0361.5b.1	III	-	0.527579	TRUE	129306	19.3484961843483	6683	578	0.0864881041448451	44.3	22.5548	Gender Neutral	29.221
B0361.6	WBGene00015160	B0361.6.1	III	-	0.527901	TRUE	28354	18.0483768300446	1571	169	0.107574793125398	35.5	53.969	Gender Neutral	109.8
B0361.11	WBGene00015165	B0361.11.1	III	+	0.528112	FALSE	63335	17.7309630459127	3572	284	0.0795072788353863	0	39.6028	Spermatogenic	7.015
B0361.3	WBGene00015157	B0361.3.1	III	+	0.528348	TRUE	26864	11.3254637436762	2372	0	0	17	68.5468	Gender Neutral	66.041
pho-5	WBGene00015161	B0361.7.1	III	-	0.528518	TRUE	19682	11.1449603624009	1766	43	0.0243488108720272	38.2	14.856	Oogenic	74.05
ykt-6	WBGene00015164	B0361.10.1	III	-	0.528668	TRUE	33152	30.6962962962963	1080	202	0.187037037037037	93.8	102.434	Gender Neutral	125.58
algn-11	WBGene00015162	B0361.8.1	III	-	0.528827	TRUE	50894	19.6350308641975	2592	218	0.0841049382716049	48.8	104.905	Gender Neutral	151.211
cwf-19L2	WBGene00015156	B0361.2a.1	III	+	0.529676	TRUE	298331	20.3903355888183	14631	1011	0.0690998564691409	19.3	34.6765	Gender Neutral	10.309
B0361.9	WBGene00015163	B0361.9.1	III	-	0.529541	TRUE	5857	7.3858764186633	793	0	0	5.5	1.24591	Gender Neutral	32.572
B0361.14	WBGene00303033	B0361.14.1	III	-	0.529572	NA	70	1.66666666666667	42	0	0	NA	NA	NA	NA
acbp-4	WBGene00018949	F56C9.5.1	III	-	0.530233	FALSE	5837	10.8696461824953	537	0	0	0.3	84.29	Spermatogenic	9.885
F56C9.6	WBGene00018950	F56C9.6a.1	III	-	0.530328	TRUE	11798	7.50031786395423	1573	0	0	146.5	152.027	Gender Neutral	241.554
F56C9.3	WBGene00018948	F56C9.3.1	III	+	0.530487	TRUE	13456	8.47889098928797	1587	0	0	100.8	61.7756	Gender Neutral	159.407
F56C9.7	WBGene00018951	F56C9.7.1	III	-	0.53063	FALSE	29379	16.6264855687606	1767	182	0.102999434069044	0.3	14.5118	Gender Neutral	62.701
F56C9.8	WBGene00018952	F56C9.8.1	III	-	0.530911	FALSE	42457	14.2091700133869	2988	140	0.0468540829986613	0.4	1.60166	Gender Neutral	2.996
lab-2	WBGene00018954	F56C9.11.1	III	-	0.531592	TRUE	42242	9.41011361104923	4489	52	0.0115838716863444	44.2	62.6346	Gender Neutral	26.82
F56C9.10	WBGene00018953	F56C9.10a.1	III	-	0.531977	TRUE	57382	11.7273656243613	4893	193	0.0394441038217862	101.6	22.6134	Oogenic	175.834
gsp-2	WBGene00001748	F56C9.1.1	III	+	0.532321	NA	13145	8.38864071474154	1567	0	0	NA	250.64	Gender Neutral	310.651
kap-1	WBGene00002182	F08F8.3a.1	III	+	0.532602	TRUE	69669	15.234856767986	4573	53	0.0115897660179313	152.4	0.597311	Gender Neutral	4.042
F08F8.6	WBGene00017271	F08F8.6.1	III	+	0.532857	FALSE	17133	8.3412852969815	2054	0	0	0.1	83.3072	Spermatogenic	10.626
F08F8.7	WBGene00017272	F08F8.7.1	III	-	0.532984	TRUE	14631	12.3572635135135	1184	41	0.0346283783783784	44.1	72.175	Gender Neutral	90.633
gos-28	WBGene00017273	F08F8.8.1	III	-	0.533117	TRUE	25362	16.2161125319693	1564	56	0.0358056265984655	8.6	61.2216	Gender Neutral	55.33
F08F8.9	WBGene00017274	F08F8.9a.1	III	-	0.533357	TRUE	84687	18.6289045314562	4546	325	0.0714914210294765	9.6	87.0651	Gender Neutral	52.818
F08F8.10	WBGene00017275	F08F8.10a.1	III	-	0.533657	TRUE	30122	9.61749680715198	3132	0	0	10.5	42.7889	Gender Neutral	51.83
F08F8.4	WBGene00017269	F08F8.4.1	III	-	0.533848	TRUE	17418	14.1265206812652	1233	0	0	36	67.6971	Gender Neutral	112.216
hmgr-1	WBGene00017268	F08F8.2.1	III	+	0.53401	TRUE	25754	11.0059829059829	2340	82	0.035042735042735	18.5	57.6259	Gender Neutral	80.7
numr-1	WBGene00017270	F08F8.5.1	III	-	0.534181	FALSE	7494	8.85815602836879	846	0	0	0.1	NA	NA	0
numr-2	WBGene00017267	F08F8.1.1	III	+	0.534309	FALSE	7494	8.85815602836879	846	0	0	0	3.96748	Spermatogenic	0
F08F8.11	WBGene00269381	F08F8.11.1	III	+	0.534407	NA	7863	15.5395256916996	506	0	0	NA	NA	NA	0.597
T20B12.5	WBGene00020603	T20B12.5.1	III	-	0.534462	FALSE	3616	9.13131313131313	396	0	0	0	NA	NA	0.137
T20B12.4	WBGene00020602	T20B12.4.1	III	+	0.534586	FALSE	32572	17.808638600328	1829	102	0.0557681793329688	0	NA	NA	0.03
mml-1	WBGene00003378	T20B12.6a.1	III	-	0.534873	TRUE	43971	10.2401024685608	4294	50	0.0116441546343735	5.4	0.873793	Oogenic	31.955
T20B12.7	WBGene00020604	T20B12.7.1	III	-	0.535307	TRUE	8541	8.82334710743802	968	0	0	450.7	168.144	Gender Neutral	417.737
hmg-4	WBGene00001974	T20B12.8.1	III	-	0.535443	TRUE	18933	8.17840172786177	2315	41	0.0177105831533477	52.8	34.6981	Oogenic	169.621
T20B12.3	WBGene00020601	T20B12.3.1	III	+	0.535627	TRUE	26229	15.4016441573693	1703	74	0.0434527304756312	16.2	56.4743	Gender Neutral	85.199
tbp-1	WBGene00006542	T20B12.2.1	III	+	0.535767	TRUE	34950	20.0401376146789	1744	229	0.131307339449541	114.7	92.2714	Gender Neutral	84.232
trd-1	WBGene00020600	T20B12.1.1	III	+	0.536034	TRUE	80840	17.1489181162495	4714	405	0.0859142978362325	8.6	50.3778	Gender Neutral	46.954
lgc-50	WBGene00020605	T20B12.9.1	III	-	0.536396	FALSE	59017	16.2715743038324	3627	177	0.0488006617038875	0.1	NA	NA	1.859
alh-12	WBGene00000118	Y69F12A.2a.1	III	+	0.540852	FALSE	10161	5.59834710743802	1815	0	0	0.1	4.69808	Gender Neutral	32.836
Y69F12A.1	WBGene00022102	Y69F12A.1.1	III	+	0.541051	FALSE	10666	6.78067387158296	1573	0	0	0	76.339	Spermatogenic	9.342
fipr-19	WBGene00044451	Y69F12A.3.1	III	-	0.541134	FALSE	438	3.31818181818182	132	0	0	0.3	NA	NA	0
fipr-18	WBGene00044450	H14A12.7.1	III	+	0.54117	FALSE	438	3.31818181818182	132	0	0	0.4	NA	NA	0
mls-1	WBGene00003376	H14A12.4.1	III	+	0.541299	FALSE	23027	15.2901726427623	1506	22	0.0146082337317397	0	NA	NA	0.726
fipr-20	WBGene00044449	H14A12.6.1	III	-	0.541384	FALSE	503	3.89922480620155	129	0	0	0.1	NA	NA	0.816
H14A12.3	WBGene00019196	H14A12.3.1	III	+	0.541539	TRUE	8795	7.99545454545455	1100	0	0	66.5	36.999	Oogenic	118.811
fum-1	WBGene00001503	H14A12.2.1	III	+	0.541689	TRUE	11595	6.22383252818035	1863	0	0	359.6	210.558	Gender Neutral	154.745
H14A12.5	WBGene00019197	H14A12.5.1	III	-	0.541784	TRUE	3103	6.26868686868687	495	0	0	2.2	10.4638	Gender Neutral	23.253
mup-4	WBGene00003497	K07D8.1.1	III	-	0.542997	FALSE	56066	6.23717877405718	8989	0	0	0.4	1.4933	Gender Neutral	66.983
cgh-1	WBGene00000479	C07H6.5.1	III	-	0.543901	TRUE	10747	7.01043705153294	1533	41	0.0267449445531637	1374.2	468.234	Oogenic	574.725
C07H6.9	WBGene00015582	C07H6.9b.1	III	-	0.544055	FALSE	3527	5.7349593495935	615	0	0	0.7	27.6358	Spermatogenic	22.424
C07H6.4	WBGene00015581	C07H6.4.1	III	+	0.544223	TRUE	35836	10.4967779730521	3414	0	0	15.5	53.2551	Gender Neutral	99.205
cls-1	WBGene00015580	C07H6.3.1	III	+	0.544964	FALSE	94695	13.5841342705494	6971	279	0.0400229522306699	0.8	1.00202	Gender Neutral	9.844
clk-2	WBGene00000537	C07H6.6.1	III	-	0.545347	TRUE	24089	7.70108695652174	3128	41	0.0131074168797954	9.5	15.6104	Gender Neutral	84.039
cux-7	WBGene00000854	C07H6.8.1	III	-	0.545547	TRUE	15660	7.98979591836735	1960	0	0	9.8	47.0283	Gender Neutral	107.035
C07H6.2	WBGene00015579	C07H6.2.1	III	+	0.545653	TRUE	1988	6.1358024691358	324	0	0	141.2	NA	NA	0
lig-4	WBGene00002986	C07H6.1.1	III	+	0.545792	TRUE	32947	10.1594202898551	3243	51	0.0157261794634598	4.8	NA	NA	49.343
