"Gene.name"	"Wormbase.ID"	"Transcript.name"	"Chromosome"	"Strand"	"Relative.loc.chromosome"	"GermlineExpression"	"Total.value.of.PATC.algorithm"	"PATC.density"	"Bin.size"	"Bases.with.PATC.55"	"Frequency.of.PATCs.55"	"stoekius_oocyte_rpkm"	"spermatogenic_gonad_fem.3_RPKM_Ortiz_2014"	"Gene.expression__Ortiz_2014"
"alh-10"	"WBGene00000116"	"C54D1.4"	"X"	"-"	0.403075505298228	FALSE	37516	12	3005	286	0.0951747088186356	0.1	0.749227	"Gender Neutral"
"alh-12"	"WBGene00000118"	"Y69F12A.2a.1"	"III"	"+"	0.540854550932649	FALSE	9658	5	1815	0	0	0.1	4.69808	"Gender Neutral"
"aqp-1"	"WBGene00000169"	"F32A5.5a"	"II"	"-"	0.473649590517861	FALSE	28596	12	2405	72	0.0299376299376299	0.1	12.6814	"Spermatogenic"
"aqp-4"	"WBGene00000172"	"F40F9.9"	"V"	"+"	0.465425479039083	FALSE	22274	12	1931	81	0.0419471776281719	0.1	NA	NA
"aqp-8"	"WBGene00000176"	"K02G10.7a"	"X"	"-"	0.265476798784036	FALSE	8921	5	1756	41	0.0233485193621868	0.1	5.15235	"Gender Neutral"
"arl-3"	"WBGene00000188"	"F19H8.3"	"II"	"+"	0.95603305256135	FALSE	4689	6	840	0	0	0.1	NA	NA
"arf-1.1"	"WBGene00000190"	"F45E4.1"	"IV"	"+"	0.43645502079619	FALSE	2028	3	737	0	0	0.1	16.7973	"Spermatogenic"
"arl-6"	"WBGene00000193"	"C38D4.8"	"III"	"-"	0.349255005930512	FALSE	16391	11	1506	51	0.0338645418326693	0.1	NA	NA
"asm-1"	"WBGene00000211"	"B0252.2"	"II"	"+"	0.452332879629405	FALSE	29282	12	2493	132	0.0529482551143201	0.1	3.81349	"Gender Neutral"
"asm-3"	"WBGene00000213"	"W03G1.7a"	"IV"	"-"	0.0298381503557626	FALSE	16778	5	3454	0	0	0.1	NA	NA
"asp-2"	"WBGene00000215"	"T18H9.2a"	"V"	"+"	0.439797593023956	FALSE	41549	8	4966	85	0.0171163914619412	0.1	40.4857	"Gender Neutral"
"bas-1"	"WBGene00000239"	"C05D2.4a"	"III"	"+"	0.407251708001298	FALSE	10401	4	2315	21	0.00907127429805616	0.1	1.30303	"Gender Neutral"
"pah-1"	"WBGene00000240"	"K08F8.4b"	"II"	"-"	0.573633974742891	FALSE	45724	11	4206	277	0.0658582976699952	0.1	2.86999	"Spermatogenic"
"bli-6"	"WBGene00000256"	"Y73B6BL.34"	"IV"	"+"	0.364565384742243	FALSE	3276	3	1002	0	0	0.1	6.80491	"Gender Neutral"
"bre-2"	"WBGene00000267"	"Y39E4B.9c"	"III"	"-"	0.95306178607773	FALSE	186823	33	5601	1347	0.240492769148366	0.1	NA	NA
"bro-1"	"WBGene00000272"	"F56A3.5"	"I"	"+"	0.344189896601969	FALSE	32504	20	1632	145	0.0888480392156863	0.1	NA	NA
"cah-2"	"WBGene00000280"	"D1022.8"	"II"	"-"	0.489673725202022	FALSE	24731	11	2175	151	0.0694252873563218	0.1	NA	NA
"cah-3"	"WBGene00000281"	"K05G3.3"	"X"	"+"	0.93055429043111	FALSE	8384	5	1578	0	0	0.1	7.04179	"Gender Neutral"
"cah-4"	"WBGene00000282"	"R01E6.3b"	"X"	"+"	0.764356444081142	FALSE	19498	11	1747	0	0	0.1	10.0458	"Gender Neutral"
"cal-1"	"WBGene00000285"	"C13C12.1b"	"V"	"-"	0.598161576702169	FALSE	22230	11	2086	84	0.0402684563758389	0.1	NA	NA
"cal-2"	"WBGene00000286"	"C18E9.1"	"II"	"+"	0.586484330787142	FALSE	2226	4	616	0	0	0.1	NA	NA
"cal-4"	"WBGene00000288"	"T07G12.1a"	"IV"	"+"	0.601793924017435	FALSE	66899	13	5019	225	0.0448296473401076	0.1	NA	NA
"cat-4"	"WBGene00000298"	"F32G8.6"	"V"	"+"	0.504950301517192	FALSE	8116	6	1344	0	0	0.1	3.70254	"Gender Neutral"
"cav-2"	"WBGene00000302"	"C56A3.7a"	"V"	"+"	0.647984341560816	FALSE	42945	16	2642	223	0.0844057532172597	0.1	6.77239	"Gender Neutral"
"cca-1"	"WBGene00000367"	"C54D2.5a"	"X"	"-"	0.443282448805352	FALSE	201213	15	13008	980	0.0753382533825338	0.1	NA	NA
"cdc-25.4"	"WBGene00000389"	"R05H5.2"	"II"	"-"	0.66683531398212	FALSE	6075	6	1096	0	0	0.1	79.4774	"Spermatogenic"
"cdd-1"	"WBGene00000391"	"C47D2.2"	"X"	"-"	0.463343127371826	FALSE	26517	13	1976	134	0.0678137651821862	0.1	1.2383	"Gender Neutral"
"cdh-10"	"WBGene00000402"	"C45G7.5"	"IV"	"-"	0.14004606995987	FALSE	551256	21	26798	2954	0.110232106873647	0.1	NA	NA
"ced-13"	"WBGene00000427"	"R09F10.9"	"X"	"-"	0.468390635287366	FALSE	1571	5	348	0	0	0.1	NA	NA
"ceh-2"	"WBGene00000429"	"C27A12.5"	"I"	"-"	0.401305257000959	FALSE	36496	11	3438	44	0.0127981384525887	0.1	NA	NA
"ceh-8"	"WBGene00000433"	"ZK265.4"	"I"	"-"	0.547244658692816	FALSE	84023	17	5042	286	0.0567235224117414	0.1	NA	NA
"ceh-9"	"WBGene00000434"	"Y65B4BR.9"	"I"	"-"	0.0375462582884755	FALSE	38053	40	952	197	0.206932773109244	0.1	NA	NA
"ceh-10"	"WBGene00000435"	"W03A3.1"	"III"	"+"	0.420790390110826	FALSE	14949	8	1977	66	0.0333839150227618	0.1	NA	NA
"ceh-18"	"WBGene00000441"	"ZC64.3a"	"X"	"-"	0.217314780984102	FALSE	237590	18	13525	1171	0.0865804066543438	0.1	1.73307	"Spermatogenic"
"ceh-27"	"WBGene00000449"	"F46F3.1a"	"V"	"-"	0.557399381959054	FALSE	31096	11	2922	176	0.0602327173169062	0.1	NA	NA
"ceh-30"	"WBGene00000451"	"C33D12.7"	"X"	"+"	0.172954344565268	FALSE	6538	4	1656	0	0	0.1	NA	NA
"ceh-34"	"WBGene00000455"	"C10G8.6"	"V"	"-"	0.25413397323097	FALSE	75832	20	3743	383	0.102324338765696	0.1	NA	NA
"ceh-36"	"WBGene00000457"	"C37E2.4"	"X"	"-"	0.800528778749882	FALSE	21220	10	2087	50	0.0239578342117873	0.1	NA	NA
"ceh-37"	"WBGene00000458"	"C37E2.5a"	"X"	"-"	0.801586093571501	FALSE	15203	8	1989	42	0.0211161387631976	0.1	NA	NA
"cfi-1"	"WBGene00000476"	"T23D8.8"	"I"	"-"	0.663285671046893	FALSE	78215	15	5198	371	0.0713736052327818	0.1	NA	NA
"che-1"	"WBGene00000483"	"C55B7.12a"	"I"	"-"	0.432526491739821	FALSE	45758	14	3305	128	0.0387291981845688	0.1	NA	NA
"chs-2"	"WBGene00000497"	"F48A11.1"	"II"	"+"	0.013592890725375	FALSE	74899	9	8191	500	0.0610426077402027	0.1	3.74891	"Spermatogenic"
"ckc-1"	"WBGene00000515"	"T27A10.3a"	"X"	"+"	0.20191851748259	FALSE	37218	18	2113	152	0.0719356365357312	0.1	1.71597	"Gender Neutral"
"clc-1"	"WBGene00000522"	"C09F12.1.1"	"X"	"+"	0.623554752874071	FALSE	9625	10	928	74	0.0797413793103448	0.1	5.86591	"Gender Neutral"
"cnc-1"	"WBGene00000555"	"R09B5.2"	"V"	"-"	0.0690171849028253	FALSE	1030	4	237	0	0	0.1	NA	NA
"cnc-5"	"WBGene00000559"	"R09B5.10"	"V"	"+"	0.0690878447805362	FALSE	1668	4	452	0	0	0.1	NA	NA
"cnd-1"	"WBGene00000561"	"C34E10.7"	"III"	"-"	0.38025436525092	FALSE	16589	13	1310	41	0.0312977099236641	0.1	NA	NA
"cng-1"	"WBGene00000562"	"F14H8.6b"	"V"	"-"	0.718211896475752	FALSE	25272	9	2955	41	0.0138747884940778	0.1	1.12044	"Spermatogenic"
"cof-2"	"WBGene00000583"	"C48E7.5"	"I"	"+"	0.414776803799572	FALSE	17319	8	2230	105	0.047085201793722	0.1	NA	NA
"col-3"	"WBGene00000594"	"T28C6.6"	"IV"	"+"	0.504486953656629	FALSE	2938	3	1159	0	0	0.1	36.2386	"Gender Neutral"
"col-10"	"WBGene00000599"	"B0222.8"	"V"	"-"	0.438000485562636	FALSE	1110	1	935	0	0	0.1	13.1837	"Gender Neutral"
"col-14"	"WBGene00000603"	"C46A5.3a"	"IV"	"+"	0.443243586066835	FALSE	4227	4	1205	0	0	0.1	0.479712	"Gender Neutral"
"col-33"	"WBGene00000610"	"F36A4.6"	"IV"	"+"	0.243758613394472	FALSE	40633	22	1835	367	0.2	0.1	NA	NA
"col-39"	"WBGene00000616"	"C09G5.4"	"II"	"+"	0.700645757453767	FALSE	1294	1	1039	0	0	0.1	59.8903	"Gender Neutral"
"col-45"	"WBGene00000622"	"F53G12.7a"	"I"	"+"	0.00773733691585579	FALSE	26989	16	1663	264	0.158749248346362	0.1	1.84448	"Spermatogenic"
"col-60"	"WBGene00000636"	"F22D6.10"	"I"	"+"	0.471464761431365	FALSE	20206	14	1407	122	0.0867093105899076	0.1	3.3604	"Gender Neutral"
"col-70"	"WBGene00000646"	"H17B01.2"	"II"	"+"	0.0962830986854803	FALSE	8962	4	2221	0	0	0.1	NA	NA
"col-72"	"WBGene00000648"	"W09G10.1b"	"II"	"-"	0.230535011765171	FALSE	101932	30	3441	896	0.260389421679744	0.1	NA	NA
"col-84"	"WBGene00000659"	"K12D12.3"	"II"	"+"	0.776803747995425	FALSE	2862	3	1099	22	0.0200181983621474	0.1	NA	NA
"col-85"	"WBGene00000660"	"T21B4.2"	"II"	"-"	0.817727517292704	FALSE	7303	6	1295	61	0.0471042471042471	0.1	NA	NA
"col-88"	"WBGene00000663"	"W05G11.3.1"	"III"	"+"	0.00301364623589676	FALSE	390	0	909	0	0	0.1	2.09537	"Gender Neutral"
"col-92"	"WBGene00000667"	"W05B2.6"	"III"	"-"	0.796783811664141	FALSE	1060	1	1027	0	0	0.1	114.165	"Gender Neutral"
"col-96"	"WBGene00000671"	"Y41C4A.19"	"III"	"-"	0.849270712773639	FALSE	1102	1	932	0	0	0.1	2.4615	"Gender Neutral"
"col-107"	"WBGene00000681"	"C34H4.4a"	"IV"	"+"	0.0885570563196885	FALSE	2556	3	941	0	0	0.1	2.20453	"Gender Neutral"
"col-110"	"WBGene00000684"	"F19C7.7"	"IV"	"-"	0.263461161075714	FALSE	4355	3	1365	0	0	0.1	NA	NA
"col-117"	"WBGene00000691"	"T28C6.4"	"IV"	"-"	0.504381830873047	FALSE	2938	3	1159	0	0	0.1	35.3402	"Gender Neutral"
"col-118"	"WBGene00000692"	"T11B7.3a"	"IV"	"+"	0.505831456338118	FALSE	7248	5	1403	0	0	0.1	NA	NA
"col-120"	"WBGene00000694"	"Y11D7A.11"	"IV"	"-"	0.529397452095822	FALSE	3430	3	1085	0	0	0.1	1.91471	"Gender Neutral"
"col-123"	"WBGene00000697"	"W08D2.6"	"IV"	"+"	0.561485138559431	FALSE	1886	2	1172	0	0	0.1	0.0730038	"Gender Neutral"
"col-130"	"WBGene00000704"	"F08G5.4"	"IV"	"-"	0.71042254385818	FALSE	2224	2	952	0	0	0.1	2.32349	"Gender Neutral"
"col-131"	"WBGene00000705"	"C39E9.3"	"IV"	"-"	0.746921014261658	FALSE	16391	11	1523	0	0	0.1	NA	NA
"col-135"	"WBGene00000708"	"M199.5a"	"IV"	"-"	0.864917794726358	FALSE	7634	4	2028	0	0	0.1	1.605	"Gender Neutral"
"col-138"	"WBGene00000711"	"C52D10.13"	"IV"	"-"	0.982247511393875	FALSE	630	1	846	0	0	0.1	0.442124	"Gender Neutral"
"col-142"	"WBGene00000715"	"T15B7.4"	"V"	"+"	0.326498266598739	FALSE	818	1	1027	0	0	0.1	80.4139	"Gender Neutral"
"col-144"	"WBGene00000717"	"B0222.6"	"V"	"-"	0.43777782450734	FALSE	1210	1	933	0	0	0.1	17.6229	"Gender Neutral"
"col-152"	"WBGene00000725"	"F32G8.5"	"V"	"+"	0.504753591299635	FALSE	6020	5	1230	0	0	0.1	NA	NA
"col-155"	"WBGene00000728"	"F55C10.3"	"V"	"-"	0.544316790430975	FALSE	1689	2	967	0	0	0.1	1.70621	"Gender Neutral"
"col-159"	"WBGene00000732"	"F57B1.3"	"V"	"-"	0.630790430019241	FALSE	710	1	990	0	0	0.1	117.905	"Gender Neutral"
"col-162"	"WBGene00000735"	"Y2H9A.3"	"V"	"+"	0.642447374281812	FALSE	5388	4	1405	0	0	0.1	7.26867	"Gender Neutral"
"col-164"	"WBGene00000737"	"T21D9.1"	"X"	"+"	0.118187615265065	FALSE	2554	2	1293	0	0	0.1	NA	NA
"col-166"	"WBGene00000739"	"T07H6.3a"	"X"	"+"	0.354442550802412	FALSE	2632	2	1247	0	0	0.1	7.02419	"Gender Neutral"
"col-172"	"WBGene00000745"	"F38B6.5a"	"X"	"+"	0.37663766832128	FALSE	8282	6	1317	0	0	0.1	NA	NA
"col-173"	"WBGene00000746"	"F41C6.5"	"X"	"-"	0.388079068152038	FALSE	20908	9	2227	74	0.0332285585990121	0.1	NA	NA
"col-176"	"WBGene00000749"	"ZC373.7"	"X"	"+"	0.568779755585858	FALSE	886	1	944	0	0	0.1	NA	NA
"col-180"	"WBGene00000753"	"C44C10.1"	"X"	"-"	0.660976005226497	FALSE	530	1	903	0	0	0.1	10.5069	"Gender Neutral"
"col-187"	"WBGene00000760"	"C30F2.1"	"X"	"+"	0.907157859650988	FALSE	27317	14	1950	152	0.077948717948718	0.1	NA	NA
"cpz-2"	"WBGene00000789"	"M04G12.2"	"V"	"+"	0.639553497436937	FALSE	13930	8	1729	32	0.0185078079814922	0.1	4.10063	"Gender Neutral"
"csp-1"	"WBGene00000819"	"Y48E1B.13a"	"II"	"+"	0.890290967177356	FALSE	38123	10	3854	165	0.0428126621691749	0.1	8.68624	"Spermatogenic"
"csp-2"	"WBGene00000820"	"Y73B6BL.7"	"IV"	"+"	0.360797456062935	FALSE	179916	23	7689	1204	0.156587332552998	0.1	NA	NA
"cul-6"	"WBGene00000841"	"K08E7.7a"	"IV"	"-"	0.719594149456931	FALSE	61661	16	3876	247	0.0637254901960784	0.1	0.518351	"Gender Neutral"
"cut-1"	"WBGene00000851"	"C47G2.1"	"II"	"+"	0.737617053682859	FALSE	12626	5	2317	0	0	0.1	NA	NA
"cut-6"	"WBGene00000853"	"M142.2.1"	"III"	"+"	0.791804198275933	FALSE	128063	25	5069	1045	0.206155060169659	0.1	NA	NA
"cwn-2"	"WBGene00000858"	"W01B6.1"	"IV"	"+"	0.575574535454759	FALSE	34173	16	2092	226	0.108030592734226	0.1	NA	NA
"cwp-3"	"WBGene00000861"	"C37H5.4"	"V"	"+"	0.231470982375414	FALSE	13877	14	1010	116	0.114851485148515	0.1	NA	NA
"cwp-4"	"WBGene00000862"	"K11D12.1"	"V"	"+"	0.24158872653552	FALSE	38518	14	2708	277	0.102289512555391	0.1	NA	NA
"daf-6"	"WBGene00000902"	"F31F6.5"	"X"	"+"	0.840423006068873	FALSE	71894	13	5647	397	0.0703028156543297	0.1	NA	NA
"daf-7"	"WBGene00000903"	"B0412.2"	"III"	"+"	0.0589674792896386	FALSE	5244	4	1338	0	0	0.1	NA	NA
"daf-12"	"WBGene00000908"	"F11A1.3a"	"X"	"+"	0.601369878630451	FALSE	237440	11	21042	705	0.0335044197319646	0.1	0.95213	"Spermatogenic"
"daf-28"	"WBGene00000920"	"Y116F11B.1"	"V"	"+"	0.947030277889026	FALSE	16877	24	703	202	0.287339971550498	0.1	NA	NA
"dao-4"	"WBGene00000930"	"ZC373.6"	"X"	"+"	0.568646988065089	FALSE	11498	13	907	89	0.0981256890848953	0.1	NA	NA
"dbl-1"	"WBGene00000936"	"T25F10.2.1"	"V"	"+"	0.323036410506887	FALSE	16761	10	1655	104	0.0628398791540786	0.1	1.44873	"Gender Neutral"
"deg-1"	"WBGene00000950"	"C47C12.6.1"	"X"	"+"	0.438458063692516	FALSE	271021	24	11457	1902	0.166012045037968	0.1	NA	NA
"dhp-1"	"WBGene00000963"	"R06C7.3.1"	"I"	"-"	0.480438627231673	FALSE	68074	15	4670	306	0.0655246252676659	0.1	1.06664	"Gender Neutral"
"dhs-14"	"WBGene00000977"	"R05D8.8"	"V"	"-"	0.132124389103898	FALSE	10814	9	1176	42	0.0357142857142857	0.1	2.49889	"Gender Neutral"
"dhs-21"	"WBGene00000984"	"R11D1.11"	"V"	"-"	0.608516056543196	FALSE	13042	8	1730	0	0	0.1	13.4777	"Gender Neutral"
"dnj-24"	"WBGene00001042"	"W03A5.7"	"III"	"-"	0.393059214943686	FALSE	73705	21	3431	447	0.13028271640921	0.1	2.14724	"Gender Neutral"
"dop-1"	"WBGene00001052"	"F15A8.5a"	"X"	"-"	0.249096672927763	FALSE	53797	12	4480	260	0.0580357142857143	0.1	NA	NA
"dpy-4"	"WBGene00001066"	"Y41E3.2"	"IV"	"-"	0.856654223612224	FALSE	9524	9	1108	91	0.082129963898917	0.1	0.483041	"Gender Neutral"
"dpy-5"	"WBGene00001067"	"F27C1.8"	"I"	"-"	0.360433225317158	FALSE	530	1	855	0	0	0.1	0.665172	"Gender Neutral"
"dsc-4"	"WBGene00001099"	"K02D7.4"	"IV"	"-"	0.0181672348575032	FALSE	53312	10	5352	279	0.0521300448430493	0.1	2.19109	"Gender Neutral"
"dsl-6"	"WBGene00001108"	"H02I12.4"	"IV"	"-"	0.651518458308927	FALSE	19494	13	1446	32	0.0221300138312586	0.1	NA	NA
"dyc-1"	"WBGene00001116"	"C33G3.1b.1"	"X"	"+"	0.793315142630976	FALSE	202075	16	12525	1099	0.0877445109780439	0.1	0.433016	"Spermatogenic"
"dyf-2"	"WBGene00001118"	"ZK520.3a"	"III"	"-"	0.99251744856154	FALSE	291726	25	11529	1947	0.16887848035389	0.1	0.376257	"Gender Neutral"
"dyf-5"	"WBGene00001121"	"M04C9.5b"	"I"	"+"	0.62110913870978	FALSE	74855	15	4853	319	0.0657325365753142	0.1	NA	NA
"dyf-7"	"WBGene00001123"	"C43C3.3"	"X"	"+"	0.547444593475163	FALSE	29700	12	2497	124	0.0496595915098118	0.1	NA	NA
"dyf-11"	"WBGene00001127"	"C02H7.1"	"X"	"+"	0.0431883009719203	FALSE	47879	17	2882	318	0.110340041637752	0.1	NA	NA
"eat-4"	"WBGene00001135"	"ZK512.6a"	"III"	"+"	0.663051432620073	FALSE	58123	13	4454	236	0.0529860799281545	0.1	NA	NA
"eat-5"	"WBGene00001136"	"F13G3.8.1"	"I"	"-"	0.485010649242186	FALSE	44624	15	3029	205	0.067679102013866	0.1	0.302219	"Gender Neutral"
"eat-18"	"WBGene00001147"	"Y105E8A.7d"	"I"	"+"	0.954963478360562	FALSE	27402	17	1580	98	0.0620253164556962	0.1	NA	NA
"ech-8"	"WBGene00001157"	"F01G10.2"	"IV"	"-"	0.585227596542758	FALSE	43880	18	2416	162	0.0670529801324503	0.1	NA	NA
"eff-1"	"WBGene00001159"	"C26D10.5a"	"II"	"+"	0.546396457038523	FALSE	24337	7	3501	52	0.0148528991716652	0.1	NA	NA
"efn-3"	"WBGene00001164"	"F15A2.5"	"X"	"-"	0.760585959364842	FALSE	18065	13	1343	91	0.0677587490692479	0.1	16.4423	"Gender Neutral"
"egl-19"	"WBGene00001187"	"C48A7.1a"	"IV"	"+"	0.423697779371229	FALSE	173146	14	12328	873	0.070814406229721	0.1	1.74781	"Spermatogenic"
"egl-20"	"WBGene00001188"	"W08D2.1"	"IV"	"-"	0.560996966415986	FALSE	39437	17	2339	234	0.100042753313382	0.1	NA	NA
"egl-38"	"WBGene00001204"	"C04G2.7"	"IV"	"-"	0.577845107551926	FALSE	72739	22	3378	610	0.180580224985198	0.1	NA	NA
"elo-5"	"WBGene00001243"	"F41H10.7a"	"IV"	"-"	0.30730473585857	FALSE	33555	13	2578	145	0.0562451512800621	0.1	30.8097	"Gender Neutral"
"elt-2"	"WBGene00001250"	"C33D3.1"	"X"	"+"	0.59159342019405	FALSE	9618	5	1946	32	0.0164439876670093	0.1	0.786294	"Gender Neutral"
"elt-3"	"WBGene00001251"	"K02B9.4b"	"X"	"+"	0.786615306941013	FALSE	57882	10	5833	292	0.0500600034287674	0.1	2.6435	"Spermatogenic"
"elt-4"	"WBGene00001252"	"C39B10.6a"	"X"	"+"	0.591215660619014	FALSE	1214	5	264	0	0	0.1	NA	NA
"epi-1"	"WBGene00001328"	"K08C7.3a.1"	"IV"	"+"	0.610104168732871	FALSE	40306	3	12370	53	0.00428455941794665	0.1	0.697512	"Gender Neutral"
"exc-5"	"WBGene00001366"	"C33D9.1c"	"IV"	"-"	0.503395454477119	FALSE	287185	20	14071	1619	0.115059341908891	0.1	0.324493	"Gender Neutral"
"far-5"	"WBGene00001389"	"F15B9.3a"	"V"	"+"	0.621110050668652	FALSE	26937	24	1144	154	0.134615384615385	0.1	NA	NA
"far-7"	"WBGene00001391"	"K01A2.2a"	"II"	"+"	0.0209726533485791	FALSE	31395	26	1207	264	0.218724109362055	0.1	NA	NA
"far-8"	"WBGene00001392"	"K02F3.3"	"III"	"+"	0.0611855176957357	FALSE	2846	4	790	0	0	0.1	7.6799	"Gender Neutral"
"fat-5"	"WBGene00001397"	"W06D12.3"	"V"	"+"	0.847120532321936	FALSE	1782	1	1713	0	0	0.1	1.44163	"Gender Neutral"
"fat-7"	"WBGene00001399"	"F10D2.9"	"V"	"-"	0.341817504915366	FALSE	16817	10	1685	0	0	0.1	3.82698	"Gender Neutral"
"fbl-1"	"WBGene00001403"	"F56H11.1b"	"IV"	"+"	0.545536886178549	FALSE	73432	14	5244	400	0.07627765064836	0.1	NA	NA
"fkb-4"	"WBGene00001429"	"ZC455.10"	"V"	"-"	0.61106951383519	FALSE	25183	15	1730	131	0.0757225433526012	0.1	NA	NA
"fkh-5"	"WBGene00001437"	"F26A1.2"	"III"	"+"	0.351543380523268	FALSE	15895	8	1885	73	0.0387267904509284	0.1	NA	NA
"flp-2"	"WBGene00001445"	"W07E11.3a"	"X"	"-"	0.569719569035217	FALSE	4932	9	527	42	0.079696394686907	0.1	NA	NA
"flp-5"	"WBGene00001448"	"C03G5.7.1"	"X"	"+"	0.481386699047833	FALSE	24474	10	2519	0	0	0.1	NA	NA
"flp-6"	"WBGene00001449"	"F07D3.2"	"V"	"+"	0.452724575108798	FALSE	12865	8	1601	0	0	0.1	2.31147	"Spermatogenic"
"flp-8"	"WBGene00001451"	"F31F6.4b"	"X"	"+"	0.839884204147178	FALSE	4635	8	580	41	0.0706896551724138	0.1	NA	NA
"flp-9"	"WBGene00001452"	"C36H8.3"	"IV"	"-"	0.729178014715932	FALSE	41439	15	2689	237	0.0881368538490145	0.1	NA	NA
"flp-11"	"WBGene00001454"	"K02G10.4b"	"X"	"-"	0.263996546746414	FALSE	2372	5	513	0	0	0.1	NA	NA
"flp-12"	"WBGene00001455"	"C05E11.8a"	"X"	"-"	0.259151618646305	FALSE	5034	6	899	0	0	0.1	NA	NA
"flp-13"	"WBGene00001456"	"F33D4.3"	"IV"	"-"	0.440020935382414	FALSE	14530	12	1210	82	0.0677685950413223	0.1	NA	NA
"flp-14"	"WBGene00001457"	"Y37D8A.15"	"III"	"+"	0.93679395835735	FALSE	66681	16	4229	473	0.111846772286593	0.1	1.10243	"Gender Neutral"
"flp-15"	"WBGene00001458"	"ZK525.1"	"III"	"-"	0.991426095022701	FALSE	120839	28	4256	696	0.163533834586466	0.1	NA	NA
"flp-16"	"WBGene00001459"	"F15D4.8"	"II"	"+"	0.866284723747058	FALSE	62809	36	1745	463	0.265329512893983	0.1	NA	NA
"flp-17"	"WBGene00001460"	"C52D10.11"	"IV"	"-"	0.982692096738799	FALSE	33082	24	1353	242	0.178861788617886	0.1	NA	NA
"flp-19"	"WBGene00001462"	"M79.4"	"X"	"+"	0.598530149260605	FALSE	7899	11	746	51	0.0683646112600536	0.1	NA	NA
"flr-2"	"WBGene00001466"	"F58H1.4"	"V"	"-"	0.570503766455842	FALSE	10921	14	800	52	0.065	0.1	NA	NA
"fmo-3"	"WBGene00001478"	"Y39A1A.19"	"III"	"+"	0.77603830032079	FALSE	89486	22	4098	457	0.111517813567594	0.1	NA	NA
"frk-1"	"WBGene00001487"	"T04B2.2a"	"IV"	"+"	0.574193105465933	FALSE	7368	6	1336	0	0	0.1	154.933	"Spermatogenic"
"ftn-1"	"WBGene00001500"	"C54F6.14"	"V"	"-"	0.360682855911199	FALSE	6452	6	1019	0	0	0.1	NA	NA
"fut-1"	"WBGene00001505"	"K08F8.3.1"	"II"	"-"	0.573153982732723	FALSE	21369	10	2040	50	0.0245098039215686	0.1	13.5801	"Spermatogenic"
"gbh-2"	"WBGene00001523"	"M05D6.7"	"II"	"+"	0.555436655616728	FALSE	18171	12	1572	0	0	0.1	NA	NA
"gcy-11"	"WBGene00001537"	"C30G4.3"	"X"	"-"	0.962298285078195	FALSE	100373	11	9266	394	0.0425210446794733	0.1	NA	NA
"gcy-18"	"WBGene00001543"	"ZK896.8"	"IV"	"+"	0.735289912802966	FALSE	43644	8	5475	138	0.0252054794520548	0.1	NA	NA
"gcy-33"	"WBGene00001553"	"F57F5.2a"	"V"	"-"	0.573442878048268	FALSE	81818	14	5909	295	0.0499238449822305	0.1	NA	NA
"gei-1"	"WBGene00001559"	"F45H7.2a"	"III"	"+"	0.243340062730157	FALSE	342714	19	18127	1915	0.105643515198323	0.1	NA	NA
"gei-13"	"WBGene00001570"	"F58A4.11"	"III"	"-"	0.698983683818418	FALSE	59625	14	4242	259	0.0610561056105611	0.1	NA	NA
"glc-2"	"WBGene00001592"	"F25F8.2"	"I"	"-"	0.324206163384096	FALSE	47156	17	2755	320	0.116152450090744	0.1	NA	NA
"gln-2"	"WBGene00001603"	"K03H1.1"	"III"	"-"	0.72142658617895	FALSE	2248	2	1362	0	0	0.1	584.455	"Spermatogenic"
"glr-4"	"WBGene00001615"	"C06A8.9a"	"II"	"-"	0.50981620965873	FALSE	94532	10	9035	214	0.0236856668511345	0.1	NA	NA
"glr-5"	"WBGene00001616"	"ZC196.7"	"V"	"+"	0.416680319133175	FALSE	47115	12	3952	279	0.0705971659919028	0.1	NA	NA
"glr-6"	"WBGene00001617"	"F41B4.4a"	"X"	"-"	0.385942936096297	FALSE	53771	13	4196	253	0.0602955195424214	0.1	0.370487	"Gender Neutral"
"glt-4"	"WBGene00001622"	"T22E5.2"	"X"	"+"	0.361487074115373	FALSE	43429	13	3374	242	0.0717249555423829	0.1	6.92699	"Spermatogenic"
"glt-7"	"WBGene00001625"	"W03G1.1"	"IV"	"+"	0.0305199907921816	FALSE	27523	8	3554	94	0.0264490714687676	0.1	NA	NA
"gly-2"	"WBGene00001627"	"C55B7.2"	"I"	"+"	0.431898059729437	FALSE	62559	17	3666	368	0.10038188761593	0.1	2.69866	"Spermatogenic"
"gon-1"	"WBGene00001650"	"F25H8.3a"	"IV"	"-"	0.568224429311616	FALSE	69256	6	10709	151	0.0141002894761416	0.1	2.06946	"Spermatogenic"
"gpa-11"	"WBGene00001673"	"C16A11.1b"	"II"	"+"	0.27823299063492	FALSE	198867	25	8085	1406	0.173902288188002	0.1	NA	NA
"gpa-12"	"WBGene00001674"	"F18G5.3"	"X"	"+"	0.521933815235695	FALSE	30758	16	1901	122	0.0641767490794319	0.1	NA	NA
"gpa-14"	"WBGene00001676"	"B0207.3b"	"I"	"+"	0.394360857708848	FALSE	36706	12	3119	125	0.0400769477396601	0.1	NA	NA
"grd-10"	"WBGene00001699"	"F09D12.1"	"IV"	"+"	0.196723055884449	FALSE	894	2	463	0	0	0.1	5.5191	"Gender Neutral"
